City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Ahmedabad,4/29/2015,138.42,,5.05,16.7,21.56,,5.05,77.74,27.18,0.01,0.88,2.01,300
Ahmedabad,4/30/2015,129.04,,5.69,14.86,19.66,,5.69,78.27,18.67,0,0,1.54,317
Ahmedabad,5/1/2015,96.65,,4.67,15.9,20.53,,4.67,39.41,11.83,0.01,0,3.11,240
Ahmedabad,5/2/2015,126.77,,15.69,23.93,39.73,,15.69,93.18,36.71,0.22,0.04,10,344
Ahmedabad,5/3/2015,106.15,,13.12,23.02,35.05,,13.12,65.95,81.6,0.3,0.02,9.69,503
Ahmedabad,5/4/2015,86.31,,2.69,10.5,10.9,,2.69,50.13,90.54,0.47,0.15,12.8,308
Ahmedabad,5/5/2015,83.99,,2.73,0.08,2.75,,2.73,34.06,69.57,0.28,0.05,8.97,227
Ahmedabad,5/6/2015,65.11,,3.14,4.58,6.75,,3.14,22.27,32.26,0.17,0.04,5.84,120
Ahmedabad,5/7/2015,51.03,,6.24,20.47,26.2,,6.24,15.5,31.44,0,0,1.29,158
Ahmedabad,5/8/2015,38.73,,8,19.28,26.61,,8,20.13,25.7,0,0,2.08,177
Ahmedabad,5/9/2015,61.12,,9.94,17.82,27.18,,9.94,39.69,25.9,0,0,3.49,201
Ahmedabad,5/10/2015,58.44,,10.68,17.24,27.38,,10.68,54.69,18.89,0,0,1.39,211
Ahmedabad,5/11/2015,61.49,,11.44,16.69,27.61,,11.44,42.66,18.2,0.01,0,2.59,221
Ahmedabad,5/12/2015,65.39,,12.3,16.08,27.86,,12.3,27.96,22.35,0,0,2.29,233
Ahmedabad,5/13/2015,100.92,,20.42,18.9,37.83,,20.42,31.9,22.84,4.9,19.26,8.21,481
Ahmedabad,5/14/2015,97.48,,5.31,30.02,33.62,,5.31,36.05,16.26,10.6,34.91,3.85,352
Ahmedabad,5/15/2015,129.27,,14.28,28.33,41.92,,14.28,70.13,25.4,16.9,44.19,4.97,327
Ahmedabad,5/16/2015,129.58,,21.23,28.79,45.4,,21.23,17.66,34.42,20.53,85.73,11.56,577
Ahmedabad,5/17/2015,100.57,,7.56,18.79,24.33,,7.56,38.76,38.83,4.92,17.94,1.54,411
Ahmedabad,5/18/2015,130.34,,7.14,17.43,23.72,,7.14,52.07,29.05,5.05,14,1.3,212
Ahmedabad,5/19/2015,53.24,,8.05,15.86,23.34,,8.05,36.23,21.58,5.23,15,1.02,280
Ahmedabad,5/20/2015,42,,10.44,18.16,21.8,,10.44,17,25.5,0,0,0,162
Ahmedabad,5/21/2015,50.1,,9.46,14.9,22.5,,9.46,30.67,12.91,0.41,1.89,1.44,
Ahmedabad,5/22/2015,83.69,,10.89,17.18,27.15,,10.89,41.12,35.61,12.62,20.2,17.84,569
Ahmedabad,5/23/2015,38.88,,2.18,16.28,17.74,,2.18,26.4,12.47,3,6.96,6.37,128
Ahmedabad,5/24/2015,46.89,,2.96,16.17,18.49,,2.96,41.96,10.74,3.41,8.87,3.53,129
Ahmedabad,5/25/2015,70.96,,4.12,15.47,19.28,,4.12,23.67,16.01,3.72,8.13,4.06,152
Ahmedabad,5/26/2015,53.66,,4.23,14.43,18.06,,4.23,14.46,45.64,2.39,6.4,3.53,176
Ahmedabad,5/27/2015,45.49,,4.26,13.73,17.1,,4.26,12.85,71.85,2.5,5.96,3.36,167
Ahmedabad,5/28/2015,60.86,,5.27,16.61,21.42,,5.27,14.91,41.19,3.03,9.18,6.54,106
Ahmedabad,5/29/2015,51.93,,13.71,17.87,31.64,,13.71,15.33,12.88,6.32,19.17,10.57,231
Ahmedabad,5/30/2015,77.87,,6.67,17.12,23,,6.67,46.82,16.67,4.79,9.78,5.1,327
Ahmedabad,5/31/2015,57.59,,5.6,15.47,20.42,,5.6,41.68,25.51,2.64,6.3,3.08,174
Ahmedabad,6/1/2015,77.22,,7.02,15.47,21.13,,7.02,71.97,9.56,3.74,8.45,1.17,185
Ahmedabad,6/2/2015,45.29,,7.25,12.74,19.66,,7.25,18.64,6.32,2.73,6.99,0.76,179
Ahmedabad,6/3/2015,103.78,,6.36,13.9,19.86,,6.36,7.76,15.27,0.82,1.37,0.81,211
Ahmedabad,6/4/2015,25.14,,6.01,18.73,24.74,,6.01,38.05,38.52,0,0,0,192
Ahmedabad,6/5/2015,87.03,,8.05,17.88,25.53,,8.05,23.84,48.22,0,0,0,310
Ahmedabad,6/6/2015,89.6,,6.59,19.84,25.9,,6.59,48.05,44.78,0,0,0,223
Ahmedabad,6/7/2015,80.69,,6.86,16.07,22.25,,6.86,39.85,32.65,0,0,0,192
Ahmedabad,6/8/2015,44.75,,7.76,16.53,24.29,,7.76,9.89,8.07,0,0,0,191
Ahmedabad,6/9/2015,38.11,,7.41,11.62,19.03,,7.41,3.13,6.69,2.5,5.93,0.74,184
Ahmedabad,6/10/2015,45.5,,8.56,15.59,24.15,,8.56,0.76,3.82,5.09,8.52,1.82,220
Ahmedabad,6/11/2015,36.98,,8.21,11.52,19.74,,8.21,0.52,5.17,3.63,8.16,1.33,215
Ahmedabad,6/12/2015,43.58,,8.26,13.33,21.58,,8.26,1.02,7.56,3.59,6.79,1.5,226
Ahmedabad,6/13/2015,45.49,,9.63,14.91,24.53,,9.63,0.81,2.94,3.67,6.62,1.17,251
Ahmedabad,6/14/2015,38.06,,8.67,18.57,27.25,,8.67,1.05,4.63,2.85,5.12,0.74,216
Ahmedabad,6/15/2015,45.41,,9.35,20.55,29.9,,9.35,0.74,4.5,2.83,7.18,0.82,237
Ahmedabad,6/16/2015,37.71,,8.54,16.26,24.8,,8.54,0.87,4.6,2.52,7.61,0.81,198
Ahmedabad,6/17/2015,32.37,,7.53,14.36,21.89,,7.53,2.17,12.17,1.88,7.92,0.69,195
Ahmedabad,6/18/2015,34.74,,7.59,13.51,21.11,,7.59,4.11,12.22,1.82,6.19,0.47,187
Ahmedabad,6/19/2015,32.56,,7.34,13.91,21.25,,7.34,4.04,11.85,2.55,9.3,0.97,181
Ahmedabad,6/20/2015,29.28,,7.55,11.68,19.23,,7.55,4.01,12.64,1.64,7,0.62,179
Ahmedabad,6/21/2015,20.46,,7.15,10.61,17.76,,7.15,5.62,12.7,1.26,5.17,0.32,188
Ahmedabad,6/22/2015,26.07,,7.99,11.07,19.06,,7.99,4.1,10.57,1.5,6.9,0.63,190
Ahmedabad,6/23/2015,21.43,,7.45,11.16,18.62,,7.45,4.99,7.38,1.4,6.69,0.76,185
Ahmedabad,6/24/2015,11.91,,7.34,10.1,17.44,,7.34,10.86,5.47,1.3,12.23,0.73,189
Ahmedabad,6/25/2015,57.75,,8.68,9.68,18.36,,8.68,12.28,3.06,1.98,6.51,0.74,196
Ahmedabad,6/26/2015,66.39,,8.58,12.79,21.36,,8.58,11.09,4.96,1.76,6.18,0.57,201
Ahmedabad,6/27/2015,62.61,,9.15,9.83,18.98,,9.15,12.31,6.44,1.87,5.47,0.37,231
Ahmedabad,6/28/2015,47.5,,8.07,9.53,17.59,,8.07,13.91,7.28,1.34,3.97,0.12,196
Ahmedabad,6/29/2015,111.8,,9.23,11.51,20.74,,9.23,5.27,5.99,1.84,5.69,0.28,220
Ahmedabad,6/30/2015,30,,8.87,13.59,22.64,,8.87,8.09,6.31,1.32,4.59,0.16,244
Ahmedabad,7/1/2015,4.66,,9.01,10.9,20.36,,9.01,7.31,6.38,1.27,3.94,0.13,223
Ahmedabad,7/2/2015,48.72,,9.56,11.94,21.5,,9.56,5.72,6.61,1.77,4.96,0.39,230
Ahmedabad,7/3/2015,49.7,,9.43,9.81,19.23,,9.43,6.78,6.42,2,4.79,0.31,243
Ahmedabad,7/4/2015,48.1,,8.03,9.53,17.57,,8.03,9.33,7.6,1.68,4.41,0.18,215
Ahmedabad,7/5/2015,47.43,,8.11,9.45,17.56,,8.11,7.93,7.08,2.1,3.6,0.13,199
Ahmedabad,7/6/2015,51.74,,8.91,12.38,21.28,,8.91,10.05,5.78,2.15,3.64,0.27,200
Ahmedabad,7/7/2015,42.68,,9.74,11.08,20.82,,9.74,10.87,4.44,1.62,4.96,0.39,226
Ahmedabad,7/8/2015,38.45,,10.55,7.8,18.35,,10.55,10.28,3.24,2.46,4.79,0.41,241
Ahmedabad,7/9/2015,46.69,,11.48,0.17,11.64,,11.48,10.25,5.76,1.77,4.34,0.15,222
Ahmedabad,7/10/2015,55.27,,11.55,0.12,11.66,,11.55,12.7,6.55,1.69,4.17,0.22,223
Ahmedabad,7/11/2015,149.03,,11.49,0.16,11.65,,11.49,10.07,7.27,1.71,5.72,0.19,248
Ahmedabad,7/12/2015,86.57,,11.47,0.17,11.64,,11.47,11.09,6.53,1.57,3.85,0.09,300
Ahmedabad,7/13/2015,111.77,,11.3,0.24,11.53,,11.3,7.73,4.67,1.72,4.52,0.16,232
Ahmedabad,7/14/2015,151.4,,10.8,0.36,11.16,,10.8,7.8,5.46,0.95,3.54,0.12,330
Ahmedabad,7/15/2015,51.35,,8,2.69,10.67,,8,10,5.76,1.54,4.32,0.35,223
Ahmedabad,7/16/2015,65.37,,0.64,8.07,8.57,,0.64,16.31,8.02,1.63,4.34,0.28,105
Ahmedabad,7/17/2015,56.28,,0.6,8.02,8.51,,0.6,18.93,6.2,1.52,3.74,0.29,101
Ahmedabad,7/18/2015,48.17,,0.65,8,8.55,,0.65,18.99,7.97,1.23,4.74,0.12,93
Ahmedabad,7/19/2015,33.56,,0.72,7.89,8.56,,0.72,11.28,10.18,0.61,3.85,0.08,67
Ahmedabad,7/20/2015,31.3,,0.55,8.1,8.49,,0.55,10.29,7.44,0.52,2.31,0.06,60
Ahmedabad,7/21/2015,48.12,,0.67,7.9,8.43,,0.67,1.28,6.3,5,21.75,1.54,
Ahmedabad,7/22/2015,57.11,,0.55,8.28,8.42,,0.55,14.58,2.6,2.81,14.53,1.87,90
Ahmedabad,7/23/2015,34.72,,0.1,9.73,7.88,,0.1,13.62,4.87,1.44,5.22,0.38,78
Ahmedabad,7/24/2015,29.22,,0.06,9.57,7.77,,0.06,13.58,5.08,1.37,3.65,0.32,48
Ahmedabad,7/25/2015,29.79,,0.14,8.64,7.97,,0.14,15.11,5.34,0.36,1.05,0.14,53
Ahmedabad,7/26/2015,59.95,,0.18,8.78,8.16,,0.18,11.52,2.79,0.52,1.23,0.22,91
Ahmedabad,7/27/2015,19.2,,1.52,9.45,9.74,,1.52,11.23,4.61,1.29,3.29,0.15,70
Ahmedabad,7/28/2015,19.52,,5.89,11.26,17.15,,5.89,11.56,4.4,0.58,1.44,0.07,157
Ahmedabad,7/29/2015,35.16,,5.75,10.89,16.64,,5.75,14.7,3.67,1.61,3.71,0.48,158
Ahmedabad,7/30/2015,33.03,,7.01,10.58,17.58,,7.01,12.95,3.53,1.65,3.96,0.37,169
Ahmedabad,7/31/2015,40.95,,6.92,10.47,17.39,,6.92,19.8,3.38,2.05,5.08,0.44,174
Ahmedabad,8/1/2015,40.29,,6.74,10.52,17.26,,6.74,8.27,3.57,1.85,4.34,0.39,173
Ahmedabad,8/2/2015,41.16,,6.91,10.51,17.42,,6.91,13.48,3.69,1.8,4.23,0.33,172
Ahmedabad,8/3/2015,36.12,,7.21,11.56,17.07,,7.21,13.62,6.08,1.67,2.85,0.11,190
Ahmedabad,8/4/2015,28.51,,6.69,20.52,27.21,,6.69,5.69,7.65,1.36,2.17,0.09,171
Ahmedabad,8/5/2015,31.59,,6.99,20.42,27.41,,6.99,9.23,7.9,0.72,2.29,0.12,168
Ahmedabad,8/6/2015,42.56,,7.17,20.4,27.57,,7.17,6.28,9.86,1.36,2.94,0.28,172
Ahmedabad,8/7/2015,48.12,,7.14,20.3,27.45,,7.14,6.77,12.78,1.22,3.39,0.26,173
Ahmedabad,8/8/2015,37.09,,7.22,20.21,27.42,,7.22,8.66,7.94,0.86,2.98,0.16,175
Ahmedabad,8/9/2015,33.4,,7.4,20.09,27.5,,7.4,9.95,8.39,0.8,2.13,0.07,179
Ahmedabad,8/10/2015,38.64,,7.35,20.21,27.55,,7.35,9.74,6.28,1.31,2.8,0.27,174
Ahmedabad,8/11/2015,40.49,,7.48,20.23,27.71,,7.48,8.92,21.51,1.17,3,0.11,176
Ahmedabad,8/12/2015,41.37,,7.47,20.2,27.68,,7.47,11.73,19.8,1.82,2.85,0.17,179
Ahmedabad,8/13/2015,44.56,,7.49,20.06,27.55,,7.49,11.23,22.77,1.38,3.36,0.44,175
Ahmedabad,8/14/2015,65.68,,7.57,19.94,27.51,,7.57,8.21,30.21,3.62,5.79,1,177
Ahmedabad,8/15/2015,33.34,,7.3,20.27,27.57,,7.3,6.41,32.95,0,0,0.02,175
Ahmedabad,8/16/2015,39.17,,7.35,20.24,27.58,,7.35,9.17,26.64,0.79,0.76,0.14,174
Ahmedabad,8/17/2015,34,,7.41,20.1,27.51,,7.41,9.64,17.17,1.21,1.8,0.15,179
Ahmedabad,8/18/2015,36.38,,7.31,20.14,27.45,,7.31,10.65,13.35,2,4.33,0.35,177
Ahmedabad,8/19/2015,38.35,,7.41,20.16,27.57,,7.41,9.33,18.59,1.63,3.74,0.35,180
Ahmedabad,8/20/2015,38.5,,12.38,19.67,30.02,,12.38,10.37,16.33,1.56,2.97,0.42,274
Ahmedabad,8/21/2015,39.61,,17.31,14.84,32.15,,17.31,10.76,5.38,1.67,3.17,0.24,310
Ahmedabad,8/22/2015,61.79,,17.24,14.82,32.06,,17.24,12.39,8.06,0.91,1.81,0.2,303
Ahmedabad,8/23/2015,43.22,,17.17,14.82,31.99,,17.17,11.68,37.87,1.29,3.06,0.14,302
Ahmedabad,8/24/2015,33.41,,17.12,14.86,31.98,,17.12,12.96,86.83,1.08,2.1,0.05,302
Ahmedabad,8/25/2015,36.9,,17.08,14.85,31.93,,17.08,4.73,54.01,0.91,1.25,0.16,302
Ahmedabad,8/26/2015,36.36,,17.11,14.79,31.9,,17.11,8.86,77.3,0,0,0.06,302
Ahmedabad,8/27/2015,32.64,,17.01,14.84,31.85,,17.01,7.05,62.31,0,0,0.01,302
Ahmedabad,8/28/2015,38.23,,17.07,14.89,31.96,,17.07,10.9,55.94,0,0,0.01,302
Ahmedabad,8/29/2015,39.86,,16.98,14.83,31.81,,16.98,10.02,96.83,0,0.01,0.02,301
Ahmedabad,8/30/2015,72.74,,17.04,14.84,31.88,,17.04,4.23,99.03,0,0,0,302
Ahmedabad,8/31/2015,43.2,,17.05,14.86,31.91,,17.05,5.96,59.99,0,0,0.11,302
Ahmedabad,9/1/2015,63.2,,17.03,14.82,31.85,,17.03,3.69,7.57,0,0,0,302
Ahmedabad,9/2/2015,64.73,,17.01,14.82,31.83,,17.01,6.45,12.13,0,0,0,302
Ahmedabad,9/3/2015,65.28,,17.04,14.85,31.89,,17.04,6.13,18.2,0,0,0,301
Ahmedabad,9/4/2015,67.86,,16.97,14.87,31.84,,16.97,8.87,16.53,0,0,0,302
Ahmedabad,9/5/2015,52.4,,16.97,14.81,31.78,,16.97,9.89,22.55,0,0,0,301
Ahmedabad,9/6/2015,33.33,,16.95,14.89,31.84,,16.95,6.88,33.58,0,0,0,302
Ahmedabad,9/7/2015,29.52,,16.94,14.88,31.82,,16.94,8.56,40.65,0,0,0.02,301
Ahmedabad,9/8/2015,15.53,,17,14.85,31.85,,17,15.13,34.18,0,0,0,301
Ahmedabad,9/9/2015,57.51,,16.31,50.9,67.22,,16.31,8.73,15.39,0,10.52,4.88,
Ahmedabad,9/10/2015,50.24,,9.46,12.31,21.77,,9.46,11.63,13.61,0,3.42,0.29,226
Ahmedabad,9/11/2015,61.77,,8.68,15.43,24.1,,8.68,8.1,18.69,0,4.83,0.38,276
Ahmedabad,9/12/2015,46.93,,7.14,11.47,18.61,,7.14,7.92,19.03,0,3.08,0.12,209
Ahmedabad,9/13/2015,43.01,,6.82,9.96,16.78,,6.82,11.58,20.59,0,2.5,0.13,179
Ahmedabad,9/14/2015,42.06,,8.43,11.35,19.78,,8.43,11.63,28.09,0,3.19,0.2,197
Ahmedabad,9/15/2015,44.94,,7.14,10.94,18.07,,7.14,5.85,59.38,0,2.21,0.24,229
Ahmedabad,9/16/2015,29.58,,6.61,9.94,16.55,,6.61,8.82,42.9,0,1.87,0.13,170
Ahmedabad,9/17/2015,32.15,,6.5,9.7,16.2,,6.5,9.2,39.02,0,2.73,0.19,164
Ahmedabad,9/18/2015,36.33,,7.68,12.88,20.56,,7.68,8.28,43.35,0,4.29,0.36,195
Ahmedabad,9/19/2015,24.46,,8.45,10.99,19.44,,8.45,12.59,44.55,0,2.52,0.17,220
Ahmedabad,9/21/2015,27.08,,9.95,12.25,22.19,,9.95,9.51,12.46,0,4.77,0.32,
Ahmedabad,9/22/2015,59.29,,9.21,9.68,18.89,,9.21,5.98,7.69,0,3.24,0.19,217
Ahmedabad,9/23/2015,65.32,,10.61,9.62,20.23,,10.61,3.69,4.74,0,3.63,0.24,254
Ahmedabad,9/24/2015,47.39,,9.26,10.48,19.74,,9.26,7.72,7.71,0,3.41,0.21,241
Ahmedabad,9/25/2015,43.88,,8.69,19.75,28.44,,8.69,4.83,11.53,0,3.24,0.16,244
Ahmedabad,9/26/2015,28.35,,9.05,13.62,22.68,,9.05,7.47,15.95,0,3.26,0.21,243
Ahmedabad,9/27/2015,3.59,,11.26,14.17,25.44,,11.26,9.6,20.38,0,4.02,0.46,244
Ahmedabad,9/28/2015,3.04,,16.31,21.5,37.81,,16.31,13.73,30.05,0.02,9.33,0.81,327
Ahmedabad,9/29/2015,19.14,,10.33,30.6,40.93,,10.33,10.96,29.36,0,8.36,1,390
Ahmedabad,9/30/2015,69.12,,8.85,32.41,41.26,,8.85,15.63,28.45,0,7.16,0.73,231
Ahmedabad,10/1/2015,76.41,,17.96,34.7,52.67,,17.96,15.44,31.49,0,7.51,1.15,396
Ahmedabad,10/2/2015,102.49,,33.31,37.85,71.17,,33.31,27.32,24.85,19.81,51.29,15.05,731
Ahmedabad,10/3/2015,127.94,,11.14,28.38,39.52,,11.14,25.59,15.17,8.14,29.23,3.24,466
Ahmedabad,10/4/2015,87.18,,7.83,21.51,29.34,,7.83,6.98,23.17,5.59,17.26,2.28,230
Ahmedabad,10/5/2015,99.73,,20.16,30.23,50.39,,20.16,32.74,20.91,8.58,27.22,4.15,309
Ahmedabad,10/6/2015,84.15,,15.83,32.1,47.93,,15.83,19.37,23.12,8.34,23.83,4,519
Ahmedabad,10/7/2015,92.12,,18.21,32.5,50.71,,18.21,31.75,29.97,6.26,26.4,4.3,397
Ahmedabad,10/8/2015,94.02,,27.14,36.97,64.11,,27.14,24.88,23.51,10.85,41.2,6.14,517
Ahmedabad,10/9/2015,150.27,,15.9,34.86,50.77,,15.9,26.35,31.96,9.13,37.83,5.06,653
Ahmedabad,10/10/2015,118.91,,5.42,29.22,34.64,,5.42,79.47,24.89,6.23,12.93,1.74,355
Ahmedabad,10/11/2015,91.41,,5.19,23.45,28.63,,5.19,25.44,6.25,0.69,1.25,0.05,227
Ahmedabad,10/12/2015,95.9,,10.38,33.63,44.01,,10.38,30.06,27.34,3.24,11.06,1.76,316
Ahmedabad,10/13/2015,137.87,,20.2,32.98,53.18,,20.2,21.89,17.41,12.76,39.39,12.08,536
Ahmedabad,10/14/2015,90.71,,18.12,25.73,43.85,,18.12,17.89,26.02,7.32,43.71,6.04,370
Ahmedabad,10/15/2015,108.68,,17.03,32.87,49.9,,17.03,22.59,19.56,12.47,51.84,7.46,551
Ahmedabad,10/16/2015,98.79,,17.72,31.2,48.92,,17.72,26.09,30.19,8.22,41.58,5.48,393
Ahmedabad,10/17/2015,145.75,,20.61,34.71,55.33,,20.61,24.66,95.94,20.08,51.51,7.31,671
Ahmedabad,10/18/2015,179.43,,52.33,39.42,91.75,,52.33,39.15,112.01,31.75,102.65,14.97,969
Ahmedabad,10/19/2015,170.52,,15.49,35.22,48.6,,15.49,34.03,53.98,10.76,31.62,4.83,471
Ahmedabad,10/20/2015,203.4,,23.03,36.63,59.66,,23.03,94.3,5.36,0,0,0,529
Ahmedabad,10/21/2015,92.71,,12.92,30.65,43.57,,12.92,42.08,72.86,13.33,17.97,5.17,
Ahmedabad,10/22/2015,64.66,,4.79,23.83,28.61,,4.79,34.4,24.76,6.24,12.04,2.24,213
Ahmedabad,10/23/2015,78.14,,10.58,28.93,39.51,,10.58,44.91,35.56,4.72,8.87,2.28,297
Ahmedabad,10/24/2015,100.17,,32.27,34.16,66.43,,32.27,27.73,23.95,7.62,12.85,5.15,605
Ahmedabad,10/25/2015,147.35,,34.64,39.1,73.74,,34.64,46.09,26.43,5.8,5.08,10.16,691
Ahmedabad,10/26/2015,206.89,,145.32,55.67,201,,145.32,20.47,38,1.69,3.45,36,971
Ahmedabad,10/27/2015,114.84,,38.09,40.31,78.39,,38.09,22.94,30.19,26,72.61,10.84,
Ahmedabad,10/28/2015,89.64,,5.42,25.75,31.18,,5.42,44.92,43.04,6.48,17.42,2.14,270
Ahmedabad,10/29/2015,51.72,,1.89,21.15,23.04,,1.89,37.31,66.58,3.96,11.1,0.75,188
Ahmedabad,10/30/2015,54.59,,2.31,18.33,20.64,,2.31,19.08,42.43,3.47,10.25,1.12,114
Ahmedabad,10/31/2015,46.5,,1.22,12.1,13.32,,1.22,13.73,61.56,1.9,4.5,0.22,143
Ahmedabad,11/2/2015,122.54,,75.42,44.2,119.62,,75.42,13.78,60.66,73.38,105.07,17.55,
Ahmedabad,11/3/2015,147.18,,33.06,36.87,69.93,,33.06,21.24,131.12,25.83,60.82,9.26,557
Ahmedabad,11/4/2015,214.67,,57.37,42.21,99.57,,57.37,22.18,,41.22,93.71,13.41,
Ahmedabad,11/5/2015,207.13,,28.41,35.31,60.37,,28.41,50.33,,28.86,55.93,8.74,536
Ahmedabad,11/6/2015,191.01,,39.61,50.11,89.72,,39.61,40.78,27.9,17.39,60.02,11.13,354
Ahmedabad,11/7/2015,192.35,,9.39,29.04,38.43,,9.39,29.18,33.21,22.88,52.49,10.86,381
Ahmedabad,11/8/2015,127.64,,6.74,31.91,38.64,,6.74,26.94,47.33,9.55,20.72,4.32,355
Ahmedabad,6/27/2016,33.02,,11.69,28.91,40.6,,11.69,1.38,36.04,0,0,0,
Ahmedabad,6/28/2016,27.29,,9.81,28.12,37.93,,9.81,1.61,39.26,0,0,0,272
Ahmedabad,6/29/2016,41.43,,10.45,31.82,42.09,,10.45,1.7,28.05,0,0,0,253
Ahmedabad,6/30/2016,30.16,,10.41,15.99,26.4,,10.41,1.6,23.76,0,0,0,256
Ahmedabad,7/1/2016,29.42,,9.39,10.11,19.5,,9.39,1.57,16.42,0,0,0,257
Ahmedabad,7/2/2016,20.87,,9.04,7.49,16.54,,9.04,1.6,14.27,0,0,0,213
Ahmedabad,7/3/2016,35.08,,8.36,6.52,14.88,,8.36,1.63,19.44,0,0,0,218
Ahmedabad,7/4/2016,40.23,,8.68,2.79,11.47,,8.68,1.69,15.16,0,0,0,214
Ahmedabad,7/5/2016,54.25,,8.11,2.78,10.89,,8.11,1.42,18.46,0,0,0,207
Ahmedabad,7/6/2016,49.04,,7.38,1.65,9.03,,7.38,1.44,15.33,0,0,0,169
Ahmedabad,7/7/2016,35.87,,7.5,1.67,9.13,,7.5,1.53,17,0,0,0,
Ahmedabad,7/8/2016,46.3,,7.3,1.8,9.1,,7.3,1.8,24,0,0,0,
Ahmedabad,7/9/2016,39.15,,7.05,1.9,8.95,,7.05,1.4,15,0,0,0,
Ahmedabad,7/10/2016,45.3,,6.7,2.5,9.3,,6.7,0.9,27,0,0,0,
Ahmedabad,7/11/2016,43.61,,7.7,3.93,11.62,,7.7,1.32,21.64,0,0,0,
Ahmedabad,7/13/2016,34.89,,24.46,11.73,27.15,,24.46,14.6,82.14,0,0,0,
Ahmedabad,7/14/2016,38.13,,46.51,48.06,43.98,,46.51,23.13,,0,0,0,1842
Ahmedabad,7/15/2016,36.47,,0.98,37.13,22.38,,0.98,19.01,,0,0,0,72
Ahmedabad,7/16/2016,40.9,,4.09,36.77,24.99,,4.09,17.01,,0,0,0,91
Ahmedabad,7/17/2016,34.19,,6.02,34.38,20.93,,6.02,14.17,,0,0,0,124
Ahmedabad,7/18/2016,32.92,,4.92,36.8,25.92,,4.92,14.66,,0,0,0,145
Ahmedabad,7/19/2016,41.39,,100.77,54.7,48.42,,100.77,15.75,,0,0,0.13,499
Ahmedabad,7/20/2016,31.71,,1.67,22.75,18.5,,1.67,15.47,,0,0,0,557
Ahmedabad,7/21/2016,33.48,,1.94,30.88,27.87,,1.94,14.26,,0,0,0,114
Ahmedabad,7/22/2016,30.8,,2.57,25.15,24.2,,2.57,17.02,,0,0,0,148
Ahmedabad,7/23/2016,30.47,,1.64,38.78,36.5,,1.64,15.8,,0,0.01,0,99
Ahmedabad,7/24/2016,34.64,,6.67,39.23,38.7,,6.67,15.07,,0,0,0,117
Ahmedabad,7/25/2016,43.71,,8.85,39.95,40.31,,8.85,15.37,,0,0,0,275
Ahmedabad,7/26/2016,46.52,,3.87,33.24,33.53,,3.87,15,6.9,0,0,0,183
Ahmedabad,7/27/2016,36.54,,18.76,20.32,33.01,,18.76,16.78,11.46,6.37,11.68,8.7,336
Ahmedabad,7/28/2016,36.87,,26.51,23.28,47.75,,26.51,13.74,4.91,4.83,12.77,6.74,468
Ahmedabad,7/29/2016,46.19,,86.72,29.66,116.39,,86.72,14.31,4.77,5.5,26.78,0.99,776
Ahmedabad,7/30/2016,48.44,,84.21,30.66,114.87,,84.21,15.67,4.26,1.62,7.1,0.23,805
Ahmedabad,7/31/2016,40.18,,72.58,28.27,100.85,,72.58,14.63,4.33,0,0.3,0,705
Ahmedabad,8/1/2016,33.5,,79.53,30.42,109.95,,79.53,14.95,4.81,0,0,0,740
Ahmedabad,8/2/2016,29.36,,83.72,29.75,113.47,,83.72,15.31,3.68,0,0,0,751
Ahmedabad,8/3/2016,44.59,,89.85,29.34,119.19,,89.85,14.18,4.91,0.13,0,0,798
Ahmedabad,8/4/2016,50.65,,10.63,13,19.88,,10.63,13.06,6.21,33.6,19.27,0.09,494
Ahmedabad,8/5/2016,33.93,,5.06,13.41,16.13,,5.06,19.54,6.16,3.24,0.04,0,234
Ahmedabad,8/7/2016,43.9,,2.77,28.09,22.68,,2.77,15.37,0.61,0.56,0.11,0.07,
Ahmedabad,8/8/2016,93.34,,9.72,27.88,34.75,,9.72,13.18,1.4,0.1,0,0,327
Ahmedabad,8/9/2016,38.06,,6.96,22.63,29.58,,6.96,14.75,3.47,2.67,6.25,1.44,257
Ahmedabad,8/10/2016,20.19,,10.41,18.13,28.54,,10.41,15.01,4.9,8.43,13.81,2.64,300
Ahmedabad,8/11/2016,10.45,,12.59,17.81,30.41,,12.59,14.26,5.87,5.66,18.88,3.59,309
Ahmedabad,8/12/2016,29.87,,13.53,14.69,28.22,,13.53,14.56,9.6,8.99,19.6,7.22,316
Ahmedabad,8/13/2016,60.18,,8.64,13.25,21.89,,8.64,15.3,13.19,3.04,10.46,2.29,296
Ahmedabad,8/14/2016,85.1,,8.14,12.91,21.04,,8.14,14.51,12.45,2.64,9.08,1.5,240
Ahmedabad,8/15/2016,55.55,,8.38,13.45,21.83,,8.38,16.6,11.84,3.91,8.47,1.27,220
Ahmedabad,8/16/2016,170.22,,15.47,17.88,33.33,,15.47,14.21,10.05,3.98,8.81,1.57,460
Ahmedabad,8/17/2016,35.05,,7.66,16.07,23.73,,7.66,16.13,9.81,3.92,7.92,1.36,341
Ahmedabad,8/18/2016,37.68,,6.39,9.49,15.88,,6.39,16.15,13.7,2.5,6.9,0.92,216
Ahmedabad,8/19/2016,32.78,,6.08,12.1,20.94,,6.08,12.29,13.13,2.6,10.38,2.52,174
